PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
843,1,1,0,0.052771445601421274,0,0,-0.022079543414162937,1
844,0,3,1,0.39952204614424075,0,0,-0.516597863457193,1
845,0,3,1,-0.9489525115222794,0,0,-0.4718018018960432,0
846,0,3,1,0.9774397137156066,0,0,-0.4941998326766181,0
847,0,3,1,-0.10133993241760961,8,2,0.7540499726228369,0
848,0,3,1,0.4380498906489985,0,0,-0.48723782005286725,1
849,0,2,1,-0.10133993241760961,0,1,0.01818657933743239,0
850,1,1,0,-0.10133993241760961,1,0,1.1477358813774596,1
851,0,3,1,-1.9506764686459803,4,2,-0.016542951535818605,0
852,0,3,1,3.443221762020101,0,0,-0.48966989386706367,0
853,0,3,0,-1.565398023598403,1,1,-0.33925981894075447,1
854,1,1,0,-1.026008200531795,0,1,0.1470381721425374,0
855,0,2,0,1.1315510917346374,1,0,-0.12274485029315124,0
856,1,3,0,-0.871896822512764,0,1,-0.4579603222001823,0
857,1,1,0,1.208606780744153,1,1,2.67306694386133,0
858,1,1,1,1.6709409148012455,0,0,-0.11167166653646252,0
859,1,3,0,-0.4095626884556714,0,3,-0.25847591017036636,1
860,0,3,1,-0.10133993241760961,0,0,-0.500658518765974,1
861,0,3,1,0.9003840247060911,2,0,-0.3621611762557243,0
862,0,2,1,-0.6407297554842177,1,0,-0.41467424024221733,0
863,1,1,0,1.4397738477726993,0,0,-0.12417027103855768,0
864,0,3,0,-0.10133993241760961,8,2,0.7540499726228369,0
865,0,2,1,-0.4095626884556714,0,0,-0.38447464817852084,0
866,1,2,0,0.9774397137156066,0,0,-0.38447464817852084,0
867,1,2,0,-0.17839562142712506,1,0,-0.36719444159967374,1
868,0,1,1,0.12982713461093673,0,0,0.37043059455611316,0
869,0,3,1,-0.10133993241760961,0,0,-0.4549403629938127,0
870,1,3,1,-1.9506764686459803,1,1,-0.4220570338487224,0
871,0,3,1,-0.2554513104366405,0,0,-0.48723782005286725,0
872,1,1,0,1.3627181587631838,1,1,0.41187248809205507,0
873,0,1,1,0.2839385126299676,0,0,-0.5455391391849022,0
874,0,3,1,1.3627181587631838,0,0,-0.4650068936817115,0
875,1,2,0,-0.10133993241760961,1,0,-0.16301097304474657,1
876,1,3,0,-1.1030638895413103,0,0,-0.5007430776237524,1
877,0,3,1,-0.7177854444937332,0,0,-0.44797835037006184,0
878,0,3,1,-0.7948411335032486,0,0,-0.48723782005286725,0
879,0,3,1,-0.10133993241760961,0,0,-0.48723782005286725,0
880,1,1,0,2.0562193598488228,0,1,1.0280267117431041,1
881,1,2,0,-0.3325069994461559,0,1,-0.12274485029315124,0
882,0,3,1,0.2839385126299676,0,0,-0.48723782005286725,0
883,0,3,0,-0.5636740664747023,0,0,-0.4344710794930392,0
884,0,2,1,-0.10133993241760961,0,0,-0.434807301618015,0
885,0,3,1,-0.3325069994461559,0,0,-0.5042663633645169,0
886,0,3,0,0.7462726466870603,0,5,-0.05982903349378355,2
887,0,2,1,-0.17839562142712506,0,0,-0.38447464817852084,0
888,1,1,0,-0.7948411335032486,0,0,-0.0422126047899606,0
889,0,3,0,-0.10133993241760961,1,2,-0.1740841568014353,0
890,1,1,1,-0.2554513104366405,0,0,-0.0422126047899606,1
891,0,3,1,0.20688282362045216,0,0,-0.49017322040145855,2
